Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
32306153,WHS3_41,REGION,EMR,YEAR,1984,,,,,,,,,5303,5303,,,,2023-07-11T12:08:04Z,1984,1984-01-01,1984-12-31
32306154,WHS3_41,REGION,EUR,YEAR,1984,,,,,,,,,224,224,,,,2023-07-11T12:08:04Z,1984,1984-01-01,1984-12-31
32306155,WHS3_41,REGION,GLOBAL,YEAR,1984,,,,,,,,,45235,45235,,,,2023-07-11T12:08:04Z,1984,1984-01-01,1984-12-31
32306156,WHS3_41,REGION,SEAR,YEAR,1984,,,,,,,,,22762,22762,,,,2023-07-11T12:08:04Z,1984,1984-01-01,1984-12-31
32306157,WHS3_41,REGION,WPR,YEAR,1984,,,,,,,,,8265,8265,,,,2023-07-11T12:08:04Z,1984,1984-01-01,1984-12-31
32306158,WHS3_41,REGION,AFR,YEAR,1985,,,,,,,,,5060,5060,,,,2023-07-11T12:08:04Z,1985,1985-01-01,1985-12-31
32306159,WHS3_41,REGION,AMR,YEAR,1985,,,,,,,,,3263,3263,,,,2023-07-11T12:08:04Z,1985,1985-01-01,1985-12-31
32306160,WHS3_41,REGION,EMR,YEAR,1985,,,,,,,,,8622,8622,,,,2023-07-11T12:08:04Z,1985,1985-01-01,1985-12-31
32306161,WHS3_41,REGION,EUR,YEAR,1985,,,,,,,,,230,230,,,,2023-07-11T12:08:04Z,1985,1985-01-01,1985-12-31
32306162,WHS3_41,REGION,GLOBAL,YEAR,1985,,,,,,,,,42335,42335,,,,2023-07-11T12:08:04Z,1985,1985-01-01,1985-12-31
32306163,WHS3_41,REGION,SEAR,YEAR,1985,,,,,,,,,19250,19250,,,,2023-07-11T12:08:04Z,1985,1985-01-01,1985-12-31
32306164,WHS3_41,REGION,WPR,YEAR,1985,,,,,,,,,5910,5910,,,,2023-07-11T12:08:04Z,1985,1985-01-01,1985-12-31
32306165,WHS3_41,REGION,AFR,YEAR,1986,,,,,,,,,2625,2625,,,,2023-07-11T12:08:04Z,1986,1986-01-01,1986-12-31
32306166,WHS3_41,REGION,AMR,YEAR,1986,,,,,,,,,2408,2408,,,,2023-07-11T12:08:04Z,1986,1986-01-01,1986-12-31
32306167,WHS3_41,REGION,EMR,YEAR,1986,,,,,,,,,6926,6926,,,,2023-07-11T12:08:04Z,1986,1986-01-01,1986-12-31
32306168,WHS3_41,REGION,EUR,YEAR,1986,,,,,,,,,77,77,,,,2023-07-11T12:08:04Z,1986,1986-01-01,1986-12-31
32306169,WHS3_41,REGION,GLOBAL,YEAR,1986,,,,,,,,,29132,29132,,,,2023-07-11T12:08:04Z,1986,1986-01-01,1986-12-31
32306170,WHS3_41,REGION,SEAR,YEAR,1986,,,,,,,,,12290,12290,,,,2023-07-11T12:08:04Z,1986,1986-01-01,1986-12-31
32306171,WHS3_41,REGION,WPR,YEAR,1986,,,,,,,,,4806,4806,,,,2023-07-11T12:08:04Z,1986,1986-01-01,1986-12-31
32306172,WHS3_41,REGION,AFR,YEAR,1987,,,,,,,,,1558,1558,,,,2023-07-11T12:08:04Z,1987,1987-01-01,1987-12-31
32306173,WHS3_41,REGION,AMR,YEAR,1987,,,,,,,,,1778,1778,,,,2023-07-11T12:08:04Z,1987,1987-01-01,1987-12-31
32306174,WHS3_41,REGION,EMR,YEAR,1987,,,,,,,,,6203,6203,,,,2023-07-11T12:08:04Z,1987,1987-01-01,1987-12-31
32306175,WHS3_41,REGION,EUR,YEAR,1987,,,,,,,,,60,60,,,,2023-07-11T12:08:04Z,1987,1987-01-01,1987-12-31
32306176,WHS3_41,REGION,GLOBAL,YEAR,1987,,,,,,,,,27754,27754,,,,2023-07-11T12:08:04Z,1987,1987-01-01,1987-12-31
32306177,WHS3_41,REGION,SEAR,YEAR,1987,,,,,,,,,14111,14111,,,,2023-07-11T12:08:04Z,1987,1987-01-01,1987-12-31
32306178,WHS3_41,REGION,WPR,YEAR,1987,,,,,,,,,4044,4044,,,,2023-07-11T12:08:04Z,1987,1987-01-01,1987-12-31
32306179,WHS3_41,REGION,AFR,YEAR,1988,,,,,,,,,2925,2925,,,,2023-07-11T12:08:05Z,1988,1988-01-01,1988-12-31
32306180,WHS3_41,REGION,AMR,YEAR,1988,,,,,,,,,1394,1394,,,,2023-07-11T12:08:05Z,1988,1988-01-01,1988-12-31
32306181,WHS3_41,REGION,EMR,YEAR,1988,,,,,,,,,4955,4955,,,,2023-07-11T12:08:05Z,1988,1988-01-01,1988-12-31
32306182,WHS3_41,REGION,EUR,YEAR,1988,,,,,,,,,25,25,,,,2023-07-11T12:08:05Z,1988,1988-01-01,1988-12-31
32306183,WHS3_41,REGION,GLOBAL,YEAR,1988,,,,,,,,,31526,31526,,,,2023-07-11T12:08:05Z,1988,1988-01-01,1988-12-31
32306184,WHS3_41,REGION,SEAR,YEAR,1988,,,,,,,,,19625,19625,,,,2023-07-11T12:08:05Z,1988,1988-01-01,1988-12-31
32306185,WHS3_41,REGION,WPR,YEAR,1988,,,,,,,,,2602,2602,,,,2023-07-11T12:08:05Z,1988,1988-01-01,1988-12-31
32306186,WHS3_41,REGION,AFR,YEAR,1989,,,,,,,,,6009,6009,,,,2023-07-11T12:08:05Z,1989,1989-01-01,1989-12-31
32306187,WHS3_41,REGION,AMR,YEAR,1989,,,,,,,,,1077,1077,,,,2023-07-11T12:08:05Z,1989,1989-01-01,1989-12-31
32306188,WHS3_41,REGION,EMR,YEAR,1989,,,,,,,,,6285,6285,,,,2023-07-11T12:08:05Z,1989,1989-01-01,1989-12-31
32306189,WHS3_41,REGION,EUR,YEAR,1989,,,,,,,,,41,41,,,,2023-07-11T12:08:05Z,1989,1989-01-01,1989-12-31
32306190,WHS3_41,REGION,GLOBAL,YEAR,1989,,,,,,,,,29779,29779,,,,2023-07-11T12:08:05Z,1989,1989-01-01,1989-12-31
32306191,WHS3_41,REGION,SEAR,YEAR,1989,,,,,,,,,14313,14313,,,,2023-07-11T12:08:05Z,1989,1989-01-01,1989-12-31
32306192,WHS3_41,REGION,WPR,YEAR,1989,,,,,,,,,2054,2054,,,,2023-07-11T12:08:05Z,1989,1989-01-01,1989-12-31
32306193,WHS3_41,REGION,AFR,YEAR,1990,,,,,,,,,2588,2588,,,,2023-07-11T12:08:05Z,1990,1990-01-01,1990-12-31
32306194,WHS3_41,REGION,AMR,YEAR,1990,,,,,,,,,826,826,,,,2023-07-11T12:08:05Z,1990,1990-01-01,1990-12-31
32306195,WHS3_41,REGION,EMR,YEAR,1990,,,,,,,,,3604,3604,,,,2023-07-11T12:08:05Z,1990,1990-01-01,1990-12-31
32306196,WHS3_41,REGION,EUR,YEAR,1990,,,,,,,,,1471,1471,,,,2023-07-11T12:08:05Z,1990,1990-01-01,1990-12-31
32306197,WHS3_41,REGION,GLOBAL,YEAR,1990,,,,,,,,,22133,22133,,,,2023-07-11T12:08:05Z,1990,1990-01-01,1990-12-31
32306198,WHS3_41,REGION,SEAR,YEAR,1990,,,,,,,,,11582,11582,,,,2023-07-11T12:08:05Z,1990,1990-01-01,1990-12-31
32306199,WHS3_41,REGION,WPR,YEAR,1990,,,,,,,,,2062,2062,,,,2023-07-11T12:08:05Z,1990,1990-01-01,1990-12-31
32306200,WHS3_41,REGION,AFR,YEAR,1991,,,,,,,,,2995,2995,,,,2023-07-11T12:08:05Z,1991,1991-01-01,1991-12-31
32306201,WHS3_41,REGION,AMR,YEAR,1991,,,,,,,,,600,600,,,,2023-07-11T12:08:05Z,1991,1991-01-01,1991-12-31
32306202,WHS3_41,REGION,EMR,YEAR,1991,,,,,,,,,1215,1215,,,,2023-07-11T12:08:05Z,1991,1991-01-01,1991-12-31
32306203,WHS3_41,REGION,EUR,YEAR,1991,,,,,,,,,3207,3207,,,,2023-07-11T12:08:05Z,1991,1991-01-01,1991-12-31
32306204,WHS3_41,REGION,GLOBAL,YEAR,1991,,,,,,,,,24738,24738,,,,2023-07-11T12:08:05Z,1991,1991-01-01,1991-12-31
32306205,WHS3_41,REGION,SEAR,YEAR,1991,,,,,,,,,14877,14877,,,,2023-07-11T12:08:05Z,1991,1991-01-01,1991-12-31
32306206,WHS3_41,REGION,WPR,YEAR,1991,,,,,,,,,1844,1844,,,,2023-07-11T12:08:05Z,1991,1991-01-01,1991-12-31
32306207,WHS3_41,REGION,AFR,YEAR,1992,,,,,,,,,2869,2869,,,,2023-07-11T12:08:05Z,1992,1992-01-01,1992-12-31
32306208,WHS3_41,REGION,AMR,YEAR,1992,,,,,,,,,451,451,,,,2023-07-11T12:08:05Z,1992,1992-01-01,1992-12-31
32306209,WHS3_41,REGION,EMR,YEAR,1992,,,,,,,,,1066,1066,,,,2023-07-11T12:08:05Z,1992,1992-01-01,1992-12-31
32306210,WHS3_41,REGION,EUR,YEAR,1992,,,,,,,,,5812,5812,,,,2023-07-11T12:08:05Z,1992,1992-01-01,1992-12-31
32306211,WHS3_41,REGION,GLOBAL,YEAR,1992,,,,,,,,,20851,20851,,,,2023-07-11T12:08:05Z,1992,1992-01-01,1992-12-31
32306212,WHS3_41,REGION,SEAR,YEAR,1992,,,,,,,,,9213,9213,,,,2023-07-11T12:08:05Z,1992,1992-01-01,1992-12-31
32306213,WHS3_41,REGION,WPR,YEAR,1992,,,,,,,,,1440,1440,,,,2023-07-11T12:08:05Z,1992,1992-01-01,1992-12-31
32306214,WHS3_41,REGION,AFR,YEAR,1993,,,,,,,,,2357,2357,,,,2023-07-11T12:08:05Z,1993,1993-01-01,1993-12-31
32306215,WHS3_41,REGION,AMR,YEAR,1993,,,,,,,,,350,350,,,,2023-07-11T12:08:05Z,1993,1993-01-01,1993-12-31
32306216,WHS3_41,REGION,EMR,YEAR,1993,,,,,,,,,405,405,,,,2023-07-11T12:08:05Z,1993,1993-01-01,1993-12-31
32306217,WHS3_41,REGION,EUR,YEAR,1993,,,,,,,,,19601,19601,,,,2023-07-11T12:08:05Z,1993,1993-01-01,1993-12-31
32306218,WHS3_41,REGION,GLOBAL,YEAR,1993,,,,,,,,,31242,31242,,,,2023-07-11T12:08:05Z,1993,1993-01-01,1993-12-31
32306219,WHS3_41,REGION,SEAR,YEAR,1993,,,,,,,,,7835,7835,,,,2023-07-11T12:08:05Z,1993,1993-01-01,1993-12-31
32306220,WHS3_41,REGION,WPR,YEAR,1993,,,,,,,,,694,694,,,,2023-07-11T12:08:05Z,1993,1993-01-01,1993-12-31
32306221,WHS3_41,REGION,AFR,YEAR,1994,,,,,,,,,1439,1439,,,,2023-07-11T12:08:05Z,1994,1994-01-01,1994-12-31
32306222,WHS3_41,REGION,AMR,YEAR,1994,,,,,,,,,877,877,,,,2023-07-11T12:08:05Z,1994,1994-01-01,1994-12-31
32306223,WHS3_41,REGION,EMR,YEAR,1994,,,,,,,,,312,312,,,,2023-07-11T12:08:05Z,1994,1994-01-01,1994-12-31
32306224,WHS3_41,REGION,EUR,YEAR,1994,,,,,,,,,47874,47874,,,,2023-07-11T12:08:05Z,1994,1994-01-01,1994-12-31
32306225,WHS3_41,REGION,GLOBAL,YEAR,1994,,,,,,,,,54816,54816,,,,2023-07-11T12:08:05Z,1994,1994-01-01,1994-12-31
32306226,WHS3_41,REGION,SEAR,YEAR,1994,,,,,,,,,3501,3501,,,,2023-07-11T12:08:05Z,1994,1994-01-01,1994-12-31
32306227,WHS3_41,REGION,WPR,YEAR,1994,,,,,,,,,813,813,,,,2023-07-11T12:08:05Z,1994,1994-01-01,1994-12-31
32306228,WHS3_41,REGION,AFR,YEAR,1995,,,,,,,,,229,229,,,,2023-07-11T12:08:05Z,1995,1995-01-01,1995-12-31
32306229,WHS3_41,REGION,AMR,YEAR,1995,,,,,,,,,367,367,,,,2023-07-11T12:08:05Z,1995,1995-01-01,1995-12-31
32306230,WHS3_41,REGION,EMR,YEAR,1995,,,,,,,,,295,295,,,,2023-07-11T12:08:05Z,1995,1995-01-01,1995-12-31
32306231,WHS3_41,REGION,EUR,YEAR,1995,,,,,,,,,50433,50433,,,,2023-07-11T12:08:05Z,1995,1995-01-01,1995-12-31
32306232,WHS3_41,REGION,GLOBAL,YEAR,1995,,,,,,,,,56965,56965,,,,2023-07-11T12:08:05Z,1995,1995-01-01,1995-12-31
32306233,WHS3_41,REGION,SEAR,YEAR,1995,,,,,,,,,5087,5087,,,,2023-07-11T12:08:05Z,1995,1995-01-01,1995-12-31
32306234,WHS3_41,REGION,WPR,YEAR,1995,,,,,,,,,554,554,,,,2023-07-11T12:08:05Z,1995,1995-01-01,1995-12-31
32306235,WHS3_41,REGION,AFR,YEAR,1996,,,,,,,,,2282,2282,,,,2023-07-11T12:08:05Z,1996,1996-01-01,1996-12-31
32306236,WHS3_41,REGION,AMR,YEAR,1996,,,,,,,,,224,224,,,,2023-07-11T12:08:05Z,1996,1996-01-01,1996-12-31
32306237,WHS3_41,REGION,EMR,YEAR,1996,,,,,,,,,522,522,,,,2023-07-11T12:08:05Z,1996,1996-01-01,1996-12-31
32306238,WHS3_41,REGION,EUR,YEAR,1996,,,,,,,,,20414,20414,,,,2023-07-11T12:08:05Z,1996,1996-01-01,1996-12-31
32306239,WHS3_41,REGION,GLOBAL,YEAR,1996,,,,,,,,,28624,28624,,,,2023-07-11T12:08:05Z,1996,1996-01-01,1996-12-31
32306240,WHS3_41,REGION,SEAR,YEAR,1996,,,,,,,,,4671,4671,,,,2023-07-11T12:08:05Z,1996,1996-01-01,1996-12-31
32306241,WHS3_41,REGION,WPR,YEAR,1996,,,,,,,,,511,511,,,,2023-07-11T12:08:05Z,1996,1996-01-01,1996-12-31
32306242,WHS3_41,REGION,AFR,YEAR,1997,,,,,,,,,117,117,,,,2023-07-11T12:08:05Z,1997,1997-01-01,1997-12-31
32306243,WHS3_41,REGION,AMR,YEAR,1997,,,,,,,,,94,94,,,,2023-07-11T12:08:05Z,1997,1997-01-01,1997-12-31
32306244,WHS3_41,REGION,EMR,YEAR,1997,,,,,,,,,423,423,,,,2023-07-11T12:08:05Z,1997,1997-01-01,1997-12-31
32306245,WHS3_41,REGION,EUR,YEAR,1997,,,,,,,,,7179,7179,,,,2023-07-11T12:08:06Z,1997,1997-01-01,1997-12-31
32306246,WHS3_41,REGION,GLOBAL,YEAR,1997,,,,,,,,,14767,14767,,,,2023-07-11T12:08:06Z,1997,1997-01-01,1997-12-31
32306247,WHS3_41,REGION,SEAR,YEAR,1997,,,,,,,,,6549,6549,,,,2023-07-11T12:08:06Z,1997,1997-01-01,1997-12-31
32306248,WHS3_41,REGION,WPR,YEAR,1997,,,,,,,,,405,405,,,,2023-07-11T12:08:06Z,1997,1997-01-01,1997-12-31
32306249,WHS3_41,REGION,AFR,YEAR,1998,,,,,,,,,931,931,,,,2023-07-11T12:08:06Z,1998,1998-01-01,1998-12-31
32306250,WHS3_41,REGION,AMR,YEAR,1998,,,,,,,,,278,278,,,,2023-07-11T12:08:06Z,1998,1998-01-01,1998-12-31
32306251,WHS3_41,REGION,EMR,YEAR,1998,,,,,,,,,399,399,,,,2023-07-11T12:08:06Z,1998,1998-01-01,1998-12-31
32306252,WHS3_41,REGION,EUR,YEAR,1998,,,,,,,,,2779,2779,,,,2023-07-11T12:08:06Z,1998,1998-01-01,1998-12-31
32306253,WHS3_41,REGION,GLOBAL,YEAR,1998,,,,,,,,,7441,7441,,,,2023-07-11T12:08:06Z,1998,1998-01-01,1998-12-31
32306254,WHS3_41,REGION,SEAR,YEAR,1998,,,,,,,,,2091,2091,,,,2023-07-11T12:08:06Z,1998,1998-01-01,1998-12-31
32306255,WHS3_41,REGION,WPR,YEAR,1998,,,,,,,,,963,963,,,,2023-07-11T12:08:06Z,1998,1998-01-01,1998-12-31
32306256,WHS3_41,REGION,AFR,YEAR,1999,,,,,,,,,226,226,,,,2023-07-11T12:08:06Z,1999,1999-01-01,1999-12-31
32306257,WHS3_41,REGION,AMR,YEAR,1999,,,,,,,,,122,122,,,,2023-07-11T12:08:06Z,1999,1999-01-01,1999-12-31
32306258,WHS3_41,REGION,EMR,YEAR,1999,,,,,,,,,494,494,,,,2023-07-11T12:08:06Z,1999,1999-01-01,1999-12-31
32306259,WHS3_41,REGION,EUR,YEAR,1999,,,,,,,,,1614,1614,,,,2023-07-11T12:08:06Z,1999,1999-01-01,1999-12-31
32306260,WHS3_41,REGION,GLOBAL,YEAR,1999,,,,,,,,,4810,4810,,,,2023-07-11T12:08:06Z,1999,1999-01-01,1999-12-31
32306261,WHS3_41,REGION,SEAR,YEAR,1999,,,,,,,,,2170,2170,,,,2023-07-11T12:08:06Z,1999,1999-01-01,1999-12-31
32306262,WHS3_41,REGION,WPR,YEAR,1999,,,,,,,,,184,184,,,,2023-07-11T12:08:06Z,1999,1999-01-01,1999-12-31
32306263,WHS3_41,REGION,AFR,YEAR,2000,,,,,,,,,4038,4038,,,,2023-07-11T12:08:06Z,2000,2000-01-01,2000-12-31
32306264,WHS3_41,REGION,AMR,YEAR,2000,,,,,,,,,113,113,,,,2023-07-11T12:08:06Z,2000,2000-01-01,2000-12-31
32306265,WHS3_41,REGION,EMR,YEAR,2000,,,,,,,,,175,175,,,,2023-07-11T12:08:06Z,2000,2000-01-01,2000-12-31
32306266,WHS3_41,REGION,EUR,YEAR,2000,,,,,,,,,1585,1585,,,,2023-07-11T12:08:06Z,2000,2000-01-01,2000-12-31
32306267,WHS3_41,REGION,GLOBAL,YEAR,2000,,,,,,,,,11625,11625,,,,2023-07-11T12:08:06Z,2000,2000-01-01,2000-12-31
32306268,WHS3_41,REGION,SEAR,YEAR,2000,,,,,,,,,5470,5470,,,,2023-07-11T12:08:06Z,2000,2000-01-01,2000-12-31
32306269,WHS3_41,REGION,WPR,YEAR,2000,,,,,,,,,244,244,,,,2023-07-11T12:08:06Z,2000,2000-01-01,2000-12-31
32306270,WHS3_41,REGION,AFR,YEAR,2001,,,,,,,,,2587,2587,,,,2023-07-11T12:08:06Z,2001,2001-01-01,2001-12-31
32306271,WHS3_41,REGION,AMR,YEAR,2001,,,,,,,,,68,68,,,,2023-07-11T12:08:06Z,2001,2001-01-01,2001-12-31
32306272,WHS3_41,REGION,EMR,YEAR,2001,,,,,,,,,96,96,,,,2023-07-11T12:08:06Z,2001,2001-01-01,2001-12-31
32306273,WHS3_41,REGION,EUR,YEAR,2001,,,,,,,,,1386,1386,,,,2023-07-11T12:08:06Z,2001,2001-01-01,2001-12-31
32306274,WHS3_41,REGION,GLOBAL,YEAR,2001,,,,,,,,,10725,10725,,,,2023-07-11T12:08:06Z,2001,2001-01-01,2001-12-31
32306275,WHS3_41,REGION,SEAR,YEAR,2001,,,,,,,,,6045,6045,,,,2023-07-11T12:08:06Z,2001,2001-01-01,2001-12-31
32306276,WHS3_41,REGION,WPR,YEAR,2001,,,,,,,,,543,543,,,,2023-07-11T12:08:06Z,2001,2001-01-01,2001-12-31
32306277,WHS3_41,REGION,AFR,YEAR,2002,,,,,,,,,941,941,,,,2023-07-11T12:08:06Z,2002,2002-01-01,2002-12-31
32306278,WHS3_41,REGION,AMR,YEAR,2002,,,,,,,,,128,128,,,,2023-07-11T12:08:06Z,2002,2002-01-01,2002-12-31
32306279,WHS3_41,REGION,EMR,YEAR,2002,,,,,,,,,924,924,,,,2023-07-11T12:08:06Z,2002,2002-01-01,2002-12-31
32306280,WHS3_41,REGION,EUR,YEAR,2002,,,,,,,,,1189,1189,,,,2023-07-11T12:08:06Z,2002,2002-01-01,2002-12-31
32306281,WHS3_41,REGION,GLOBAL,YEAR,2002,,,,,,,,,9035,9035,,,,2023-07-11T12:08:06Z,2002,2002-01-01,2002-12-31
32306282,WHS3_41,REGION,SEAR,YEAR,2002,,,,,,,,,5596,5596,,,,2023-07-11T12:08:06Z,2002,2002-01-01,2002-12-31
32306283,WHS3_41,REGION,WPR,YEAR,2002,,,,,,,,,257,257,,,,2023-07-11T12:08:06Z,2002,2002-01-01,2002-12-31
32306284,WHS3_41,REGION,AFR,YEAR,2003,,,,,,,,,216,216,,,,2023-07-11T12:08:06Z,2003,2003-01-01,2003-12-31
32306285,WHS3_41,REGION,AMR,YEAR,2003,,,,,,,,,99,99,,,,2023-07-11T12:08:06Z,2003,2003-01-01,2003-12-31
32306286,WHS3_41,REGION,EMR,YEAR,2003,,,,,,,,,287,287,,,,2023-07-11T12:08:06Z,2003,2003-01-01,2003-12-31
32306287,WHS3_41,REGION,EUR,YEAR,2003,,,,,,,,,897,897,,,,2023-07-11T12:08:06Z,2003,2003-01-01,2003-12-31
32306288,WHS3_41,REGION,GLOBAL,YEAR,2003,,,,,,,,,7154,7154,,,,2023-07-11T12:08:06Z,2003,2003-01-01,2003-12-31
32306289,WHS3_41,REGION,SEAR,YEAR,2003,,,,,,,,,4919,4919,,,,2023-07-11T12:08:06Z,2003,2003-01-01,2003-12-31
32306290,WHS3_41,REGION,WPR,YEAR,2003,,,,,,,,,736,736,,,,2023-07-11T12:08:06Z,2003,2003-01-01,2003-12-31
32306291,WHS3_41,REGION,AFR,YEAR,2004,,,,,,,,,23,23,,,,2023-07-11T12:08:06Z,2004,2004-01-01,2004-12-31
32306292,WHS3_41,REGION,AMR,YEAR,2004,,,,,,,,,181,181,,,,2023-07-11T12:08:06Z,2004,2004-01-01,2004-12-31
32306293,WHS3_41,REGION,EMR,YEAR,2004,,,,,,,,,145,145,,,,2023-07-11T12:08:06Z,2004,2004-01-01,2004-12-31
32306294,WHS3_41,REGION,EUR,YEAR,2004,,,,,,,,,688,688,,,,2023-07-11T12:08:06Z,2004,2004-01-01,2004-12-31
32306295,WHS3_41,REGION,GLOBAL,YEAR,2004,,,,,,,,,10069,10069,,,,2023-07-11T12:08:06Z,2004,2004-01-01,2004-12-31
32306296,WHS3_41,REGION,SEAR,YEAR,2004,,,,,,,,,8874,8874,,,,2023-07-11T12:08:06Z,2004,2004-01-01,2004-12-31
32306297,WHS3_41,REGION,WPR,YEAR,2004,,,,,,,,,158,158,,,,2023-07-11T12:08:06Z,2004,2004-01-01,2004-12-31
32306298,WHS3_41,REGION,AFR,YEAR,2005,,,,,,,,,54,54,,,,2023-07-11T12:08:06Z,2005,2005-01-01,2005-12-31
32306299,WHS3_41,REGION,AMR,YEAR,2005,,,,,,,,,71,71,,,,2023-07-11T12:08:06Z,2005,2005-01-01,2005-12-31
32306300,WHS3_41,REGION,EMR,YEAR,2005,,,,,,,,,251,251,,,,2023-07-11T12:08:06Z,2005,2005-01-01,2005-12-31
32306301,WHS3_41,REGION,EUR,YEAR,2005,,,,,,,,,500,500,,,,2023-07-11T12:08:06Z,2005,2005-01-01,2005-12-31
