,AUT_NY.ADJ.NNTY.PC.CD,BGR_NY.ADJ.NNTY.PC.CD,BHR_NY.ADJ.NNTY.PC.CD,BRA_NY.ADJ.NNTY.PC.CD,BRN_NY.ADJ.NNTY.PC.CD,CAN_NY.ADJ.NNTY.PC.CD,CHE_NY.ADJ.NNTY.PC.CD,CHL_NY.ADJ.NNTY.PC.CD,COL_NY.ADJ.NNTY.PC.CD,CYP_NY.ADJ.NNTY.PC.CD,DNK_NY.ADJ.NNTY.PC.CD,ESP_NY.ADJ.NNTY.PC.CD,FIN_NY.ADJ.NNTY.PC.CD,GBR_NY.ADJ.NNTY.PC.CD,GRC_NY.ADJ.NNTY.PC.CD,IRL_NY.ADJ.NNTY.PC.CD,JAM_NY.ADJ.NNTY.PC.CD,JOR_NY.ADJ.NNTY.PC.CD,JPN_NY.ADJ.NNTY.PC.CD,KOR_NY.ADJ.NNTY.PC.CD,MUS_NY.ADJ.NNTY.PC.CD,NGA_NY.ADJ.NNTY.PC.CD,NLD_NY.ADJ.NNTY.PC.CD,NOR_NY.ADJ.NNTY.PC.CD,PAN_NY.ADJ.NNTY.PC.CD,POL_NY.ADJ.NNTY.PC.CD,PRT_NY.ADJ.NNTY.PC.CD,SAU_NY.ADJ.NNTY.PC.CD,SGP_NY.ADJ.NNTY.PC.CD,SWE_NY.ADJ.NNTY.PC.CD,USA_NY.ADJ.NNTY.PC.CD,ZMB_NY.ADJ.NNTY.PC.CD
2001,20142.909992594774,1546.2450254776481,8533.760594421881,2553.03127528659,11709.594729948201,18986.15417426743,32248.527528719525,3767.445648337275,2029.438908888657,11974.1357421875,24860.18828365769,13213.92629661762,20702.81710929339,24062.701850480804,,20897.799557381262,3056.237813180138,1630.1705787368278,26963.275916349718,9481.99764965363,3452.212850970511,459.0644758695705,21894.760302732117,29556.185274722287,3559.7651058690813,4251.626773389752,9719.101153847994,6731.234777121261,18081.47198725857,22859.30562827542,31888.818031455954,298.4130470827997
2002,21920.521977530196,1857.505325705367,8853.071569453125,2280.035938791091,12199.432818197592,19536.532772550094,33733.79298577316,3658.1269569498827,1986.5401936490387,13312.5478515625,26835.896650873492,14726.43971816836,22457.67490729047,26117.410793851603,,23657.05078141066,3168.1596947888975,1687.963498401054,25619.91822502656,10921.417957844493,3624.279414580503,600.2876397565882,23744.07831920581,33279.78860655653,3742.4857825504087,4438.6137647209425,10710.617500518876,6913.370710645807,18040.140873817,25085.752411421992,32505.703802484404,293.48069999539985
2003,26718.418439689325,2371.187279167101,9997.89767776251,2467.2496637831036,13066.521235453769,22685.430543184895,40939.39319309208,3831.864108452031,1865.2085723479772,17016.919921875,32685.851982715016,18547.58843080689,27056.452951433665,29959.883518764895,,30561.340894614343,3057.7124576330157,1777.7709331078977,27744.272425242958,12133.244970774422,4304.069867669869,627.7306464855585,29386.405683182784,39178.40323848819,3718.5172177336117,4815.263553982913,13119.006820724057,7371.542731673705,19054.05927342923,31984.25532137044,33555.3389578932,323.6421680720454
2004,30611.249197044017,2944.821165864471,11008.74471881459,2943.664134712028,15181.593522143865,26001.660174329238,45346.77969431412,4580.736699116767,2257.008831273884,19631.4921875,38020.619375127644,21375.525536023444,31502.685400225164,35034.76125356103,,35219.208178819936,3296.1720365862507,1965.8564236815043,30235.081846415025,13671.446823188548,4863.480288302412,777.16701683874,33160.50489134707,44745.83689391844,3973.0374685147367,5524.96424876965,14937.843013576869,8354.622426648759,21398.133632543253,36331.38474370356,35535.18689849321,382.8843571336704
2005,31858.616035150586,3338.7926535105107,12190.77427244792,3854.8432824993797,17312.760458027853,29228.97162524552,48033.98178700115,5570.932213927411,2791.184694679512,20741.3828125,40233.26444645878,22509.893107203567,32328.401549712966,36605.041787584996,,37328.6403236764,3603.186442630034,2108.6238071174707,29916.37675491974,15951.376789580752,4751.526338467768,955.6629639714001,34410.375700321965,52495.25273110864,4260.520093660182,6747.053336449084,15491.624465704877,10265.561122169665,23539.88370565376,37127.98038178709,37454.47224692411,492.5095687428376
2006,33992.18043447067,3734.941840053982,13198.271675404667,4774.95962537831,19666.293228112005,33132.807958310004,50174.76228804169,6243.95229609145,3032.7928542575196,22178.787109375,43212.55617273809,24030.413913643075,34313.956944252175,37973.61519314781,20786.29702008609,39722.04914535995,3813.6878968731735,2381.843808591982,28494.95544988604,17949.26005346196,5168.706549838947,1380.0944653807858,37261.55601732291,57640.68154084739,4605.258619015203,7543.108522920254,16057.544247232161,11386.352316882212,27931.84202574088,40452.40966429753,39721.626650089966,691.224256575627
2007,39159.00577630789,4613.521830718147,14975.580277238854,5996.46902170707,21657.464773453696,36533.76305497716,51128.29793779026,7053.87734548767,3847.329844029783,25734.27734375,47977.500688618275,27377.47834363331,40174.25615874578,42710.9708799221,23908.784993215806,44491.23381005069,4066.474250337607,2542.548219430422,28372.357660045313,19974.03088517826,6094.649444333752,1532.3247263489868,42859.083277703605,66289.58104911202,5407.732671441368,9386.707870953025,18495.42441689453,12305.984758038465,32959.45037082997,46849.53731377177,40525.819747491834,697.9970655589175
2008,43635.109927905505,5971.7399879204195,15701.51970956281,7084.238256223078,25813.6696846326,37787.35162423282,52789.14023493114,7731.672622204282,4371.342612491254,30762.45703125,52156.64117172935,29598.61059810129,44209.86342584625,39510.51714662766,26298.848835747776,44667.29920861584,4386.142520331397,3205.237798254346,31016.566917337637,17500.41167800426,7248.640873142587,1804.7570546700222,45441.87431430438,72925.95616007887,6339.830789882831,11941.317446388806,19952.09103000016,14403.831416613877,32449.60341973978,48848.586775591706,40165.550978894134,952.336763262145
2009,39649.39482369938,5759.802810826559,13028.644172093082,6849.15578857777,20726.989505961195,32987.199662901505,55813.21022351482,7671.38433055761,4276.887699639416,28200.1171875,47573.967054705194,26838.526036754218,38788.56062771755,32299.43394017127,24419.489744675193,36126.139408819334,3820.018101659711,3380.2904438570763,31604.276624600345,15514.211524277896,6321.887413386566,1579.924054465211,41457.631379076345,62013.787648950674,6795.661583449249,9791.852122346498,18430.258025681836,12407.276251262429,30670.109563693204,39718.794797179224,39149.311147282184,844.7634917585686
2010,39022.256155235715,5620.271104405471,13918.803269799406,8758.135584954507,24672.509686539557,38679.33280313751,63191.043154472594,9546.465845009358,5117.455379538736,26890.353515625,48113.33601650437,25486.321008456835,38296.2127011865,33571.199311961114,21641.90035841388,33922.9980826575,4248.825155271488,3588.6299267383492,34955.31619527812,18937.431673049232,6872.940220453951,1823.0902466718,41485.07269013091,69298.76990301358,7015.425194010874,10519.151772035804,17942.08939649346,14642.577300016263,40278.664993193655,45188.85552974133,41128.27454545721,998.5671707310772
2011,42625.237354532954,6408.162620132389,13149.738231022122,10109.91803187968,30854.48319622596,42617.84126434682,70650.76029842204,10604.980164108772,5695.13693780884,29378.478515625,51361.501816259086,26212.695890264527,41789.9558751726,35752.95819658131,20268.839913797234,35191.62313105939,4622.816739743985,3791.6663862845603,38054.34220293454,20578.17296358858,7760.726581835517,1955.0337895135033,44453.57418819673,77792.24628625355,8352.88381575184,11566.237159988472,18736.508052680543,17380.872046493005,44678.09977841741,51652.818109281056,42673.67928939051,1183.5836843794261
2012,39980.63083928868,6243.723978653957,17353.238375238358,9206.275017920672,32986.94271238878,43023.425828350984,68518.98936427968,11887.515929723959,6324.501921220521,25145.888671875,48806.803024404944,23566.205088224193,38711.309785837235,35519.33019401599,18108.18941495151,32552.740140692327,4843.233338880476,4011.2159598759713,38500.58418554717,20885.06345658303,7767.903493329286,2184.502832862383,40527.215084131494,79207.14169766546,9470.20341907202,11004.725188486827,16374.401441289856,18596.862216364476,45310.39946181894,49429.39236991907,44760.64515240686,1344.7438251717945
2013,41694.07140868683,6422.010444937004,17460.764877928355,9304.493237585064,32969.1945410304,43052.13483732014,69446.63098548523,12514.969408972625,6536.184760482617,23695.255859375,51939.826362981956,24246.780765879997,40439.56724799448,36085.94595411855,17844.248416657556,35850.357054952445,4590.194491691948,4127.937926176734,32389.62683030672,22213.541075093002,8304.544829726665,2425.053809877874,42399.31394891187,81275.57470203676,10522.961193345876,11445.939399933664,17588.490925287464,18517.14806745513,45715.85553784865,52089.635275940775,45715.10837195926,1409.0812095477868
2014,42465.76660557938,6643.09588537673,17401.907476240263,9089.283144215426,31088.4987672382,41604.08051420257,68999.91811344337,11688.278247218426,6572.181159749163,22731.18359375,53755.90909258143,24700.29010402621,41149.74787975601,39539.11649638563,17998.023521528426,38740.09170084548,4465.35364296899,3917.0959734295093,30542.977693877325,23855.823520915932,8839.161577941624,2695.9131081978285,43058.08045613373,78188.04894063885,11017.875257966367,11957.20904035517,17781.067521938625,18648.263504138107,47257.567984783695,51104.43076524678,47633.251783604064,1375.3127619047536
